George Washington ,"January 8, 1790",https://www.infoplease.com/homework-help/us-documents/state-union-address-george-washington-january-8-1790,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_George Washington (January 8, 1790).txt"," The welfare of our country is the great object to which our cares and efforts ought to be directed, and I shall derive great satisfaction from a cooperation with you in the pleasing though arduous task of insuring to our fellow citizens the blessings which they have a right to expect from a free, efficient, and equal government. "
George Washington ,"December 8, 1790",https://www.infoplease.com/homework-help/us-documents/state-union-address-george-washington-december-8-1790,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_George Washington (December 8, 1790).txt", GO. WASHINGTON 
George Washington ,"October 25, 1791",https://www.infoplease.com/homework-help/us-documents/state-union-address-george-washington-october-25-1791,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_George Washington (October 25, 1791).txt", GO. WASHINGTON 
George Washington ,"November 6, 1792",https://www.infoplease.com/homework-help/us-documents/state-union-address-george-washington-november-6-1792,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_George Washington (November 6, 1792).txt", GO. WASHINGTON 
George Washington ,"December 3, 1793",https://www.infoplease.com/homework-help/us-documents/state-union-address-george-washington-december-3-1793,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_George Washington (December 3, 1793).txt", GO. WASHINGTON 
George Washington ,"November 19, 1794",https://www.infoplease.com/homework-help/us-documents/state-union-address-george-washington-november-19-1794,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_George Washington (November 19, 1794).txt", GO. WASHINGTON 
George Washington ,"December 8, 1795",https://www.infoplease.com/homework-help/us-documents/state-union-address-george-washington-december-8-1795,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_George Washington (December 8, 1795).txt", GO. WASHINGTON 
George Washington ,"December 7, 1796",https://www.infoplease.com/homework-help/us-documents/state-union-address-george-washington-december-7-1796,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_George Washington (December 7, 1796).txt", GO. WASHINGTON 
John Adams ,"November 22, 1797",https://www.infoplease.com/homework-help/us-documents/state-union-address-john-adams-november-22-1797,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_John Adams (November 22, 1797).txt", In all such measures you may rely on my zealous and hearty concurrence. 
John Adams ,"December 8, 1798",https://www.infoplease.com/homework-help/us-documents/state-union-address-john-adams-december-8-1798,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_John Adams (December 8, 1798).txt", I can not close this address without once more adverting to our political situation and inculcating the essential importance of uniting in the maintenance of our dearest interests; and I trust that by the temper and wisdom of your proceedings and by a harmony of measures we shall secure to our country that weight and respect to which it is so justly entitled. 
John Adams ,"December 3, 1799",https://www.infoplease.com/homework-help/us-documents/state-union-address-john-adams-december-3-1799,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_John Adams (December 3, 1799).txt"," At a period like the present, when momentous changes are occurring and every hour is preparing new and great events in the political world, when a spirit of war is prevalent in almost every nation with whose affairs the interests of the United States have any connection, unsafe and precarious would be our situation were we to neglect the means of maintaining our just rights. The result of the mission to France is uncertain; but however it may terminate, a steady perseverance in a system of national defense commensurate with our resources and the situation of our country is an obvious dictate of wisdom; for, remotely as we are placed from the belligerent nations, and desirous as we are, by doing justice to all, to avoid offense to any, nothing short of the power of repelling aggressions will secure to our country a rational prospect of escaping the calamities of war or national degradation. As to myself, it is my anxious desire so to execute the trust reposed in me as to render the people of the United States prosperous and happy. I rely with entire confidence on your cooperation in objects equally your care, and that our mutual labors will serve to increase and confirm union among our fellow citizens and an unshaken attachment to our Government. "
John Adams ,"November 11, 1800",https://www.infoplease.com/homework-help/us-documents/state-union-address-john-adams-november-11-1800,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_John Adams (November 11, 1800).txt"," To your patriotism, gentlemen, has been confided the honorable duty of guarding the public interests; and while the past is to your country a sure pledge that it will be faithfully discharged, permit me to assure you that your labors to promote the general happiness will receive from me the most zealous cooperation. "
Thomas Jefferson ,"December 8, 1801",https://www.infoplease.com/homework-help/us-documents/state-union-address-thomas-jefferson-december-8-1801,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_Thomas Jefferson (December 8, 1801).txt"," The prudence and temperance of your discussions will promote within your own walls that conciliation which so much befriends rational conclusion, and by its example will encourage among our constituents that progress of opinion which is tending to unite them in object and in will. That all should be satisfied with any one order of things is not to be expected; but I indulge the pleasing persuasion that the great body of our citizens will cordially concur in honest and disinterested efforts which have for their object to preserve the General and State Governments in their constitutional form and equilibrium; to maintain peace abroad, and order and obedience to the laws at home; to establish principles and practices of administration favorable to the security of liberty and property, and to reduce expenses to what is necessary for the useful purposes of Government. "
Thomas Jefferson ,"December 15, 1802",https://www.infoplease.com/homework-help/us-documents/state-union-address-thomas-jefferson-december-15-1802,"F:/Cleveland State University/Spring 19/Big Data/Assignment 3 Due 4/Website/InfoUnionAddress_Thomas Jefferson (December 15, 1802).txt", TH. JEFFERSON 
